pose,flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,abd_thumb,abd_index,abd_middle,abd_ring,abd_pinky
open_relaxed,0.3757805565320029,0.1849250662409019,0.16776884902526096,0.1961606877464483,0.1866394426476648,0.9138662988777824,0.6593889865958372,0.6049670236939938,0.3989973475712459,0.2176320720641282
full_fist,0.8184998047758382,0.8137069300252462,1.0,1.0,1.0,0.5530493287134804,0.29309776500338824,0.2005277700536353,0.20733603720787788,0.23813857459739066
thumb_only,1.0,0.16271027803956925,0.07066479510257095,0.14164595652097445,0.13981125294741015,0.8287527571031549,0.5977891531879842,0.5445921289514544,0.3968682250458703,0.3071382837434148
index_only,0.5136216168326554,0.9335116887731655,0.29078473364613794,0.1714050622095048,0.14472173972386954,0.4837600563280872,0.4509787523152346,0.5421638732302211,0.49641585835324264,0.25843155656370675
middle_only,0.5328786408037702,0.15602609699214356,0.9181192112454251,0.325697943158258,0.16578884672046154,0.5156895091136043,0.2476564074970545,0.3955900488182881,0.49517306120133237,0.3062112065154995
ring_only,0.5305739427198721,0.11791716070085355,0.2716323366227421,0.8937802764783622,0.13287278432916746,0.49630275908824045,0.5257004959973994,0.2937034029610461,0.33254999851267086,0.31413596022393536
pinky_only,0.5448293439524129,0.17455806132238535,0.07780642730212976,0.6020522532087034,0.7779156735673135,0.520005132515033,0.55444038404402,0.20634603216296027,0.0,0.0
index_thumb_pinch,0.5686672788722523,0.526568269606153,0.018731819588501418,0.11900113346222752,0.23200910453882284,1.0,0.5819400523239009,0.5497616138578522,0.27235995625230464,0.09967663354942626
ring_thumb_pinch,0.6396556146262622,0.09526450797030248,0.6209544561595631,0.28822533592748345,0.2666056123907764,1.0,0.5873180549834964,0.27792081230437665,0.3689809131061028,0.2482474299448883
